,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,renovation,lat,long,yr_built
9938,352000.0,5,2.5,2420,8560,1.0,No,Yes,3,7,No,47.532,-122.285,1978
9939,893880.0,6,2.5,2820,8600,1.0,No,No,5,8,No,47.565,-122.14399999999999,1967
9940,635000.0,5,3.25,3710,34200,2.0,No,No,3,8,No,47.6101,-122.04700000000001,1986
9941,420000.0,3,2.25,1770,8165,2.0,No,No,3,7,No,47.7166,-122.236,1977
9942,503000.0,3,2.0,1260,2500,1.0,No,No,4,7,No,47.6748,-122.37100000000001,1987
9943,689000.0,2,1.75,2330,10143,1.0,No,Yes,4,7,No,47.4899,-122.359,1953
9944,749500.0,4,2.75,2490,3840,1.5,No,No,4,7,No,47.6551,-122.344,1922
9945,1150000.0,6,3.75,4090,49542,2.0,No,No,3,9,No,47.6408,-122.15299999999999,1984
9946,563500.0,4,2.5,2800,12831,2.0,No,No,3,8,No,47.7392,-121.96600000000001,2001
9947,480000.0,4,3.0,2440,9664,2.0,No,No,3,8,No,47.7649,-122.25299999999999,1981
9948,374950.0,4,3.0,2540,8800,1.0,No,Yes,3,9,No,47.3204,-122.387,1977
9949,308950.0,3,2.5,1600,6250,2.0,No,No,3,7,No,47.3675,-122.02,1995
9950,445000.0,4,2.75,2680,16934,1.0,No,No,4,7,No,47.542,-122.36399999999999,1958
9951,237200.0,3,1.5,1220,9000,1.0,No,No,4,7,No,47.3642,-122.109,1968
9952,453500.0,3,1.75,1550,7270,1.5,No,No,5,7,No,47.72,-122.31700000000001,1953
9953,616500.0,3,2.0,2080,4549,1.0,No,No,5,7,No,47.6886,-122.309,1954
9954,1250000.0,5,5.0,5000,32909,2.0,No,No,3,10,No,47.6012,-122.022,2000
9955,396000.0,1,1.0,630,5150,1.0,No,No,4,5,No,47.6923,-122.369,1954
9956,210000.0,3,1.0,1070,8179,1.0,No,No,3,6,No,47.5015,-122.34899999999999,1949
9957,539000.0,2,1.75,1900,5175,1.0,No,No,3,7,No,47.5689,-122.38600000000001,1919
9958,605000.0,3,2.5,2960,18600,2.0,No,No,3,8,No,47.4358,-122.344,1979
9959,437500.0,3,2.0,1490,4800,2.0,No,No,5,6,No,47.6933,-122.361,1948
9960,215000.0,3,1.5,1500,15000,1.0,No,No,3,7,No,47.3926,-122.208,1952
9961,440000.0,4,2.5,2410,4780,2.0,No,No,3,7,No,47.5326,-121.87899999999999,2000
9962,525000.0,3,1.0,2000,22500,1.0,No,No,3,7,No,47.711000000000006,-122.30799999999999,1939
9963,319900.0,3,1.5,1140,20383,1.0,No,No,3,7,No,47.4755,-121.758,1985
9964,335000.0,3,1.0,1120,9075,1.0,No,No,3,7,No,47.7551,-122.072,1977
9965,485000.0,3,2.25,2900,35273,2.0,No,No,3,9,No,47.4013,-122.03,1986
9966,359999.0,4,2.25,3220,7700,2.0,No,No,4,8,No,47.3188,-122.38,1976
9967,799000.0,5,2.75,2500,19783,1.0,No,Yes,4,8,No,47.5938,-122.17399999999999,1959
9968,280000.0,3,2.25,1610,10454,1.0,No,No,3,7,No,47.4517,-122.331,1977
9969,1050000.0,4,2.75,2250,3433,1.5,No,No,3,8,Yes,47.6382,-122.307,1927
9970,290000.0,1,2.0,1240,4800,2.0,No,No,3,6,No,47.4778,-122.211,1910
9971,235000.0,2,2.25,1660,2748,2.0,No,No,3,7,No,47.4333,-122.212,1995
9972,495000.0,3,1.75,2080,3000,1.0,No,No,4,7,No,47.6853,-122.35,1925
9973,290000.0,3,2.25,1880,7488,2.0,No,No,3,8,No,47.3631,-122.277,1980
9974,230000.0,4,1.5,1050,9516,1.0,No,No,4,7,No,47.4151,-122.181,1969
9975,234000.0,3,1.75,1480,8475,1.0,No,No,4,7,No,47.3126,-122.361,1968
9976,597400.0,4,2.5,2420,4500,2.0,No,No,3,7,No,47.6874,-122.037,2001
9977,370000.0,4,2.5,2190,17600,1.0,No,No,4,7,No,47.4712,-122.11200000000001,1966
9978,755000.0,4,2.5,2660,10452,2.0,No,No,3,9,No,47.6972,-122.104,1993
9979,342000.0,3,2.5,2430,5715,2.0,No,No,3,7,No,47.3718,-122.16799999999999,1999
9980,497000.0,2,1.0,770,3325,1.0,No,No,3,7,No,47.6102,-122.29899999999999,1918
9981,835000.0,3,1.0,3060,30166,1.0,No,No,5,8,No,47.5656,-122.09299999999999,1959
9982,730000.0,4,2.75,2920,4500,2.0,No,No,3,9,No,47.5646,-122.124,1999
9983,655000.0,3,1.0,1370,5250,1.0,No,No,3,7,No,47.6421,-122.348,1939
9984,205000.0,3,2.5,1870,3118,2.0,No,No,3,8,No,47.3739,-122.056,1993
9985,632750.0,4,2.0,1800,4800,1.5,No,No,3,7,No,47.6388,-122.302,1918
9986,330000.0,5,3.0,2100,7715,1.0,No,No,3,7,No,47.4866,-122.319,2013
9987,527500.0,5,2.25,2530,8250,2.0,No,No,4,7,No,47.6117,-122.134,1961
9988,716500.0,4,2.5,3290,6465,2.0,No,No,3,9,No,47.5981,-121.976,2002
9989,388500.0,4,2.5,1890,5395,2.0,No,No,3,7,No,47.5415,-121.883,2006
9990,530000.0,3,1.75,1680,7770,1.0,No,No,4,7,No,47.6028,-122.167,1967
9991,419000.0,3,2.5,2170,4517,2.0,No,No,3,8,No,47.4819,-122.14,2002
9992,385000.0,3,1.75,1200,7360,1.0,No,No,4,7,No,47.6979,-122.13,1978
9993,655000.0,4,2.5,2990,5669,2.0,No,No,3,8,No,47.6119,-122.01100000000001,2003
9994,1695000.0,4,2.75,3770,10900,2.0,No,Yes,5,9,No,47.5849,-122.29,1924
9995,279000.0,2,1.0,1020,47044,1.0,No,No,5,7,Yes,47.4206,-122.155,1904
9996,262000.0,3,1.5,1700,9579,1.0,No,No,4,7,No,47.3209,-122.338,1962
9997,533000.0,4,1.0,1550,4750,1.5,No,No,3,7,No,47.6824,-122.389,1919
9998,640000.0,3,1.75,1680,8100,1.0,No,Yes,3,8,No,47.7212,-122.36399999999999,1950
9999,285000.0,3,2.25,1680,35127,2.0,No,No,3,7,No,47.3025,-122.06700000000001,1987
10000,458400.0,4,2.5,1910,10300,1.0,No,No,3,8,Yes,47.7581,-122.359,1921
10001,620000.0,5,3.25,3160,10587,1.0,No,No,5,7,No,47.7238,-122.165,1960
10002,465000.0,3,1.5,2020,11358,1.0,No,No,4,6,No,47.6641,-122.185,1956
10003,690000.0,4,3.75,3210,7054,2.0,No,No,4,8,No,47.7268,-122.103,1985
10004,462500.0,3,2.25,2350,51400,1.0,No,No,3,7,No,47.7417,-122.053,1977
10005,369950.0,4,2.5,1910,10221,2.0,No,No,3,8,No,47.381,-122.035,1994
10006,124500.0,2,1.0,840,6480,1.0,No,No,4,5,No,47.263999999999996,-122.258,1954
10007,950000.0,4,2.25,2620,10920,1.0,No,No,3,9,No,47.6117,-122.164,1965
10008,418000.0,4,1.5,1220,10580,1.0,No,No,3,7,No,47.6205,-122.116,1965
10009,160000.0,3,1.0,1060,8000,1.0,No,No,4,6,No,47.305,-122.21799999999999,1927
10010,457000.0,4,2.5,2200,10800,1.0,No,No,3,8,No,47.7711,-122.288,1964
10011,530000.0,2,1.75,2120,7680,1.0,No,No,5,6,No,47.5304,-122.374,1948
10012,385000.0,3,1.0,1250,7300,1.0,No,No,4,7,No,47.6032,-122.125,1956
10013,491000.0,3,1.75,1440,7800,1.0,No,No,4,7,No,47.5996,-122.12,1958
10014,521000.0,4,2.25,1890,8034,1.0,No,No,4,8,No,47.6338,-122.117,1967
10015,255000.0,3,1.0,1140,8528,1.0,No,No,5,7,No,47.2098,-122.00399999999999,1967
10016,292050.0,5,3.0,2840,7199,1.0,No,No,3,7,No,47.5065,-122.275,2003
10017,326000.0,6,3.0,1880,7200,1.0,No,No,4,7,No,47.5029,-122.18799999999999,1966
10018,300000.0,2,1.0,750,5120,1.0,No,No,4,6,No,47.5312,-122.375,1941
10019,291600.0,3,1.75,1630,7480,1.0,No,No,3,7,No,47.4514,-122.15899999999999,1979
10020,435000.0,5,1.5,1720,12551,1.0,No,No,3,7,No,47.5241,-122.053,1967
10021,465000.0,3,2.5,1600,1311,3.0,No,No,3,8,No,47.6903,-122.39399999999999,2005
10022,200000.0,3,2.25,1230,7420,1.5,No,No,5,7,No,47.3184,-122.22,1913
10023,238000.0,3,1.5,1610,6132,1.0,No,Yes,4,7,No,47.5017,-122.17399999999999,1959
10024,455000.0,4,2.5,1320,7000,1.0,No,No,4,7,No,47.6007,-122.12700000000001,1956
10025,230000.0,6,3.0,2180,7220,2.0,No,No,3,7,No,47.3046,-122.305,1980
10026,808000.0,4,2.25,2190,4104,2.0,No,No,5,8,No,47.6419,-122.306,1928
10027,578500.0,3,1.0,1490,5700,1.5,No,No,3,7,No,47.6549,-122.331,1916
10028,390000.0,3,2.0,1463,868,3.0,No,No,3,7,No,47.6843,-122.31700000000001,2003
10029,517500.0,3,2.5,1800,3933,2.0,No,No,3,8,No,47.5746,-122.009,1989
10030,755000.0,4,2.75,2880,4000,1.5,No,No,3,9,Yes,47.5843,-122.29299999999999,1912
10031,579500.0,3,1.75,1250,4120,1.0,No,No,4,7,No,47.685,-122.36,1925
10032,649950.0,3,2.75,1670,1350,3.0,No,No,3,9,No,47.5764,-122.40799999999999,2014
10033,228000.0,4,1.75,2000,6120,1.0,No,No,3,7,No,47.5035,-122.258,1965
10034,665000.0,4,1.75,2280,3680,1.5,No,No,5,7,No,47.6754,-122.3,1926
10035,689000.0,4,2.5,2110,6069,2.0,No,No,3,9,No,47.6374,-122.111,1999
10036,560000.0,4,2.5,2520,11240,1.0,No,No,3,8,No,47.6748,-122.14399999999999,1977
10037,529000.0,3,1.0,1590,6420,1.0,No,No,3,7,No,47.5355,-122.39200000000001,1944
10038,375000.0,5,2.5,2100,14858,1.0,No,No,5,8,No,47.4721,-122.12299999999999,1970
10039,325000.0,4,2.75,2090,9240,1.0,No,No,4,6,No,47.4854,-122.34299999999999,1949
10040,583000.0,4,2.5,3390,10519,2.0,No,Yes,3,10,No,47.332,-122.334,1990
10041,330000.0,2,1.0,790,9784,1.0,No,No,3,6,No,47.7634,-122.28399999999999,1932
10042,262000.0,3,2.5,1970,8727,2.0,No,No,3,7,No,47.3263,-122.189,1995
10043,555000.0,4,2.5,2870,6776,2.0,No,No,3,8,No,47.538999999999994,-121.87799999999999,2004
10044,585000.0,2,1.0,1110,6000,1.0,No,No,3,7,No,47.5632,-122.28200000000001,1951
10045,425590.0,3,2.75,1940,3088,2.0,No,Yes,3,8,No,47.5185,-121.87799999999999,2008
10046,235000.0,2,1.0,720,4840,1.0,No,No,4,6,No,47.5534,-122.375,1947
10047,362362.0,2,1.0,710,4000,1.0,No,No,3,6,No,47.5535,-122.26899999999999,1909
10048,252000.0,3,2.0,1370,7500,1.0,No,No,3,7,No,47.3634,-122.046,1997
10049,439000.0,4,2.5,2690,9551,2.0,No,No,3,9,No,47.4343,-122.156,1992
10050,465000.0,4,2.25,3360,10810,2.0,No,No,4,9,No,47.3316,-122.20299999999999,1988
10051,249900.0,4,2.0,1500,7854,1.5,No,No,3,7,No,47.3127,-122.354,1983
10052,665000.0,2,2.5,2600,5000,1.0,No,No,5,8,No,47.5806,-122.37899999999999,1926
10053,370000.0,3,1.75,1160,8774,1.0,No,No,3,7,No,47.7159,-122.165,1972
10054,620000.0,2,1.0,1430,3000,1.5,No,No,3,7,No,47.6415,-122.303,1929
10055,375000.0,3,1.0,1870,7671,1.0,No,No,4,8,No,47.7162,-122.36,1937
10056,552625.0,4,2.0,2560,9390,1.0,No,No,5,8,No,47.7169,-122.329,1957
10057,315500.0,3,1.0,1160,10500,1.0,No,No,4,7,No,47.7267,-122.227,1966
10058,620000.0,2,1.75,1680,8187,1.0,No,No,4,8,No,47.5603,-122.081,1983
10059,510000.0,4,2.5,2010,9075,1.0,No,No,4,8,No,47.553000000000004,-122.182,1959
10060,652500.0,4,2.5,2540,38677,2.0,No,No,3,9,No,47.6694,-122.044,1987
10061,574000.0,4,2.5,3240,22795,2.0,No,No,3,8,No,47.6329,-121.969,1998
10062,430000.0,3,2.5,2670,12806,2.0,No,No,3,9,No,47.3686,-122.059,2010
10063,390000.0,3,2.0,1080,7236,1.0,No,No,5,7,No,47.7143,-122.32,1947
10064,466500.0,3,1.0,1430,3840,1.0,No,No,3,7,No,47.6847,-122.381,1945
10065,315000.0,2,2.25,1290,2436,2.0,No,No,3,7,No,47.6803,-122.156,1984
10066,220000.0,4,1.5,1240,9600,1.0,No,No,3,7,No,47.3206,-122.397,1971
10067,325000.0,3,1.75,1840,17286,1.0,No,No,4,7,No,47.371,-122.17299999999999,1978
10068,365000.0,3,1.0,1120,8443,1.0,No,No,3,7,No,47.7715,-122.336,1953
10069,356000.0,3,3.5,2100,12384,2.0,No,No,3,9,No,47.4687,-122.26299999999999,1980
10070,380000.0,4,1.75,2030,12518,1.0,No,No,3,8,No,47.7278,-122.29700000000001,1950
10071,579000.0,4,2.25,2030,8764,2.0,No,No,4,8,No,47.7214,-122.11,1983
10072,682000.0,2,1.0,890,5000,1.0,No,No,3,7,No,47.6666,-122.279,1943
10073,499000.0,3,1.75,1750,12325,1.0,No,No,4,7,No,47.6832,-122.118,1968
10074,333760.0,3,1.0,1300,5880,1.0,No,No,3,7,No,47.6937,-122.113,1968
10075,745000.0,4,2.5,2650,18903,2.0,No,No,3,11,No,47.5761,-121.98899999999999,1994
10076,380000.0,3,1.75,1750,10870,1.0,No,No,5,7,No,47.4989,-122.18799999999999,1968
10077,435000.0,3,3.0,1440,1350,3.5,No,Yes,3,8,No,47.6525,-122.345,2005
10078,520000.0,3,2.75,1700,3264,1.0,No,No,3,7,No,47.6767,-122.311,1919
10079,965000.0,4,2.5,3920,41206,2.0,No,No,4,10,No,47.7325,-122.132,1988
10080,270000.0,3,2.25,1470,16728,1.0,No,No,4,7,No,47.4968,-122.302,1959
10081,1100000.0,5,2.75,2520,4643,1.5,No,No,4,8,No,47.6348,-122.301,1916
10082,577500.0,3,1.75,2140,13286,1.0,No,No,4,8,No,47.5722,-122.12799999999999,1964
10083,650000.0,3,1.75,1550,5000,1.0,No,No,3,7,Yes,47.6722,-122.37200000000001,1911
10084,1227500.0,4,2.5,3180,10319,2.0,No,No,4,11,No,47.5372,-122.23200000000001,1986
10085,1900000.0,5,4.25,6510,16471,2.0,No,Yes,4,11,No,47.5758,-122.242,1980
10086,475000.0,2,2.0,1440,3720,1.5,No,No,3,7,No,47.6902,-122.325,1983
10087,200000.0,3,1.0,1150,10132,1.0,No,No,4,7,No,47.3172,-122.37200000000001,1970
10088,397000.0,4,2.5,2320,11717,2.0,No,No,3,8,No,47.483999999999995,-121.78,1997
10089,383610.0,3,2.0,1230,8450,1.0,No,No,3,7,No,47.7548,-122.305,1989
10090,275000.0,4,2.5,2060,5742,2.0,No,No,3,7,No,47.3612,-122.185,1999
10091,840000.0,3,2.0,2783,11177,2.0,No,No,3,8,Yes,47.538000000000004,-122.38,1910
10092,365000.0,4,2.5,2140,7350,2.0,No,No,3,8,No,47.4483,-122.124,1985
10093,362000.0,3,2.75,1420,955,2.0,No,No,3,8,No,47.5477,-122.00299999999999,2004
10094,350000.0,3,1.75,2090,6258,1.0,No,No,3,7,No,47.5503,-122.301,1956
10095,200000.0,2,1.75,1320,13052,1.5,No,No,3,7,No,47.711999999999996,-121.352,1980
10096,299000.0,4,2.5,2300,8100,1.0,No,No,4,8,No,47.2979,-122.37100000000001,1979
10097,555000.0,4,1.5,3050,82764,1.0,No,No,3,8,No,47.5266,-122.189,1966
10098,1326000.0,3,2.25,2960,8330,1.0,No,Yes,4,10,No,47.7035,-122.385,1953
10099,896000.0,5,2.75,2520,16100,1.0,No,Yes,4,8,No,47.528,-122.22399999999999,1960
10100,550000.0,2,1.75,1740,7290,1.0,No,No,3,8,No,47.6461,-122.397,1950
10101,324500.0,2,1.0,1300,6617,1.0,No,No,3,7,No,47.7238,-122.302,1986
10102,312500.0,3,1.0,1170,7350,1.0,No,No,4,7,No,47.625,-122.117,1960
10103,485000.0,4,3.25,1946,17786,2.0,No,Yes,4,7,No,47.358999999999995,-122.45200000000001,1990
10104,511000.0,2,1.0,1250,5413,1.0,No,No,4,7,No,47.6945,-122.315,1923
10105,139500.0,2,1.5,1230,1561,2.0,No,No,3,7,No,47.3768,-122.149,1983
10106,464000.0,4,2.5,2180,7203,2.0,No,No,4,8,No,47.5119,-122.15100000000001,1989
10107,255000.0,3,1.75,1740,8800,1.0,No,No,3,7,No,47.2968,-122.37200000000001,1978
10108,679975.0,4,2.5,3830,4644,2.0,No,No,3,8,No,47.5384,-121.88,2004
10109,624800.0,3,2.0,2250,14274,1.0,No,No,4,8,No,47.5762,-122.21700000000001,1964
10110,920000.0,3,2.75,2590,223027,2.0,No,No,3,9,No,47.6145,-122.001,1983
10111,1365000.0,3,2.5,2090,6000,1.5,No,No,4,9,No,47.6567,-122.281,1928
10112,510000.0,3,1.5,2400,10275,1.0,No,No,4,8,No,47.6888,-122.126,1964
10113,289659.0,4,2.25,2260,7200,2.0,No,No,4,7,No,47.4121,-122.18299999999999,1984
10114,585000.0,4,2.5,2910,6250,2.0,No,No,3,8,No,47.538000000000004,-121.87,1999
10115,555000.0,5,3.0,3640,6930,2.0,No,No,3,8,No,47.3521,-122.012,2004
10116,940000.0,4,2.75,3770,24897,2.0,No,Yes,4,8,No,47.5824,-122.07799999999999,1964
10117,460000.0,3,2.0,1600,7350,1.0,No,No,4,7,No,47.6977,-122.126,1979
10118,319000.0,3,2.5,2110,7434,2.0,No,No,4,7,No,47.3935,-122.169,1978
10119,280000.0,3,2.5,1720,1916,2.0,No,No,3,7,No,47.4895,-122.166,2005
10120,250000.0,3,1.0,1100,7470,1.0,No,No,4,5,No,47.5242,-121.831,1917
10121,749950.0,4,2.5,2620,8312,2.0,No,No,3,9,No,47.6272,-122.03299999999999,1990
10122,458000.0,5,2.5,3090,23265,1.0,No,No,3,8,No,47.7709,-122.212,1957
10123,465000.0,3,2.5,1890,4808,2.0,No,No,3,8,No,47.5348,-121.866,2000
10124,580000.0,3,1.75,1850,2797,1.0,No,No,3,8,No,47.6871,-122.336,1977
10125,700000.0,4,2.5,3100,36562,2.0,No,No,3,10,No,47.7646,-122.065,1994
10126,350000.0,4,2.5,2506,7206,2.0,No,No,3,8,No,47.3236,-122.337,2007
10127,456000.0,4,1.0,1700,7689,1.0,No,No,3,7,No,47.6955,-122.116,1977
10128,290000.0,3,2.0,1550,18958,1.5,No,No,3,7,No,47.3699,-122.319,1983
10129,475000.0,4,2.75,2200,16288,1.0,No,No,3,7,No,47.4793,-122.12200000000001,1980
10130,285000.0,3,2.5,1890,3629,2.0,No,No,3,7,No,47.3613,-122.041,2005
10131,309000.0,3,1.0,1140,6400,1.0,No,No,3,7,No,47.4902,-122.331,1962
10132,860000.0,4,2.0,3740,32417,2.0,No,No,3,9,No,47.6728,-122.012,2000
10133,219000.0,3,2.25,1940,6500,1.0,No,No,3,8,No,47.3565,-122.149,1979
10134,546500.0,3,2.5,2130,7199,2.0,No,No,3,8,No,47.6331,-122.027,1990
10135,338000.0,2,1.0,1470,5566,1.0,No,No,4,7,No,47.5348,-122.26899999999999,1919
10136,505000.0,2,1.0,1070,8130,1.0,No,No,3,7,No,47.696999999999996,-122.37,1942
10137,340000.0,4,1.75,1680,15084,1.0,No,No,4,7,No,47.6895,-121.912,1979
10138,678000.0,3,2.25,2730,10675,2.0,No,No,3,9,No,47.6289,-122.042,1990
10139,800000.0,3,1.75,1890,10292,1.0,No,No,4,8,No,47.535,-122.234,1969
10140,112000.0,1,1.0,1080,3230,1.0,No,No,3,6,No,47.3075,-122.21700000000001,1963
10141,252000.0,3,1.75,1440,16819,1.5,No,No,4,6,No,47.3318,-122.37299999999999,1925
10142,335000.0,4,2.75,2540,7210,1.0,No,No,4,7,No,47.4601,-122.165,1979
10143,610000.0,3,2.0,2300,13418,1.0,No,No,3,8,No,47.6075,-122.2,1955
10144,245000.0,3,2.0,1690,6790,1.0,No,No,3,7,No,47.2981,-122.38,1979
10145,493500.0,3,1.75,1800,16026,1.0,No,No,3,8,No,47.5815,-122.12100000000001,1972
10146,596500.0,4,2.25,1770,8505,2.0,No,No,3,8,No,47.6904,-122.102,1986
10147,245000.0,3,2.0,1190,4072,1.5,No,No,5,6,No,47.5276,-122.274,1907
10148,333500.0,3,1.75,1320,7200,1.0,No,No,4,7,No,47.7341,-122.23700000000001,1977
10149,373000.0,3,1.0,1290,8974,1.0,No,No,5,7,No,47.74,-122.17299999999999,1976
10150,759900.0,4,2.5,3000,5639,2.0,No,No,3,8,No,47.7066,-122.115,2008
10151,317000.0,3,2.25,1358,1204,3.0,No,No,3,7,No,47.7054,-122.346,2007
10152,670000.0,3,1.5,1220,4080,1.5,No,No,5,7,No,47.5746,-122.289,1914
10153,985000.0,2,2.5,2720,26761,2.0,Yes,Yes,3,7,No,47.4499,-122.376,1990
10154,310000.0,3,1.5,1060,6954,1.0,No,No,4,6,No,47.5497,-122.355,1983
10155,750000.0,4,2.5,3020,13122,2.0,No,No,3,9,No,47.6989,-122.111,1997
10156,408000.0,3,2.0,1640,3440,2.0,No,No,3,7,No,47.6829,-122.09700000000001,1987
10157,900000.0,5,3.75,3870,8225,2.0,No,No,3,10,No,47.6078,-122.01,1998
10158,460000.0,4,2.25,2860,15054,1.0,No,No,3,8,No,47.7655,-122.3,1957
10159,339000.0,4,2.5,1740,6000,1.0,No,No,4,7,No,47.5026,-122.236,1952
10160,660000.0,3,2.0,1140,6000,1.0,No,No,3,7,No,47.637,-122.355,1909
10161,449950.0,4,3.0,3290,10783,2.0,No,No,3,9,No,47.3904,-122.178,1990
10162,235000.0,3,1.0,1210,6000,1.0,No,No,3,7,No,47.4984,-122.22399999999999,1930
10163,769000.0,5,2.25,3320,13138,1.0,No,Yes,4,9,No,47.75899999999999,-122.26899999999999,1964
10164,428000.0,2,2.0,1350,3900,1.0,No,No,3,8,No,47.7094,-122.03,2003
10165,445000.0,3,2.25,1990,7340,2.0,No,No,3,8,No,47.7579,-122.141,1984
10166,462000.0,4,2.5,2060,6958,1.0,No,No,3,7,No,47.7251,-122.16799999999999,1974
10167,775000.0,3,1.0,1460,6198,1.5,No,No,4,7,No,47.6626,-122.361,1916
10168,605000.0,4,1.75,2250,10108,1.0,No,No,4,8,No,47.5922,-122.118,1967
10169,193500.0,2,1.0,950,15996,1.0,No,No,4,7,Yes,47.4987,-121.787,1946
10170,389950.0,4,2.5,3140,8060,2.0,No,No,3,9,No,47.3091,-122.34299999999999,1991
10171,790000.0,4,3.5,3560,6098,2.0,No,No,3,10,No,47.5828,-121.97200000000001,2006
10172,442000.0,2,1.0,1410,5000,1.0,No,Yes,4,7,No,47.5531,-122.37899999999999,1918
10173,890000.0,4,2.25,2770,13500,2.0,No,No,3,8,No,47.543,-122.23100000000001,1974
10174,235000.0,3,1.0,1864,6978,1.0,No,No,4,7,No,47.285,-122.206,1958
10175,495000.0,4,1.75,1930,6720,1.0,No,Yes,3,8,No,47.6935,-122.31200000000001,1959
10176,600000.0,4,2.5,3870,50965,2.0,No,No,3,10,No,47.3109,-122.045,2007
10177,1400000.0,3,2.0,2020,5500,1.5,No,Yes,3,10,No,47.6388,-122.40899999999999,1937
10178,251000.0,3,2.0,1300,8400,1.0,No,No,4,7,No,47.368,-122.315,1967
10179,471000.0,4,2.25,3410,57063,2.0,No,No,4,8,No,47.505,-122.11,1978
10180,597000.0,4,2.5,2370,41338,2.0,No,No,3,8,No,47.7379,-122.052,1995
10181,804000.0,5,3.5,2770,9305,2.0,No,No,3,9,No,47.5628,-122.11399999999999,1985
10182,357000.0,3,1.75,1250,17493,1.0,No,No,3,7,No,47.7613,-122.274,1972
10183,419990.0,3,2.5,1690,1689,2.0,No,No,3,8,No,47.5528,-121.999,2014
10184,725000.0,4,2.5,3040,35201,2.0,No,No,4,10,No,47.4872,-122.066,1987
10185,275000.0,3,2.5,2710,5733,2.0,No,No,3,7,No,47.3357,-122.171,2003
10186,445000.0,3,2.25,1190,13630,1.0,No,No,3,7,No,47.4813,-121.735,1984
10187,510000.0,3,2.5,2300,27566,2.0,No,No,3,9,No,47.7369,-121.96,1995
10188,330000.0,4,1.0,1360,13372,1.0,No,No,3,7,No,47.7622,-122.26299999999999,1955
10189,270000.0,3,1.0,1500,5605,1.0,No,No,5,6,No,47.5456,-122.359,1942
10190,495000.0,4,2.0,1610,4770,1.0,No,No,4,7,No,47.5333,-122.381,1941
10191,225000.0,4,1.75,1420,10300,2.0,No,No,3,7,Yes,47.3121,-122.215,1950
10192,716528.0,3,1.5,1750,5400,1.0,No,No,4,7,No,47.6799,-122.279,1952
10193,260000.0,3,2.5,1510,6095,2.0,No,No,4,7,No,47.3498,-122.037,1991
10194,471000.0,4,2.5,2330,9928,2.0,No,No,3,8,No,47.4836,-121.78299999999999,1998
10195,690000.0,5,3.5,2690,4800,2.0,No,Yes,3,8,Yes,47.5592,-122.26899999999999,1919
10196,548000.0,5,1.5,1700,7200,1.5,No,No,3,7,No,47.7614,-122.20299999999999,1937
10197,505000.0,3,1.0,1020,5410,1.0,No,No,4,7,No,47.6924,-122.31,1928
10198,325000.0,3,1.0,1160,11799,1.0,No,No,3,7,No,47.7263,-122.229,1966
10199,682000.0,4,2.25,2450,34092,2.0,No,No,4,8,No,47.5751,-122.04899999999999,1980
10200,605000.0,3,2.25,2010,10760,2.0,No,No,3,8,No,47.7276,-122.103,1985
10201,276200.0,2,1.75,1370,4495,1.0,No,No,4,8,No,47.3794,-122.31700000000001,1975
10202,530000.0,3,1.0,1370,4040,1.5,No,No,3,7,No,47.6867,-122.354,1906
10203,245000.0,3,3.0,1990,9600,1.0,No,No,3,7,No,47.3499,-122.296,1988
10204,654950.0,4,2.5,2790,45902,2.0,No,No,3,9,No,47.7674,-122.086,1987
10205,221900.0,2,1.0,780,6727,1.0,No,No,3,6,No,47.4733,-122.281,1939
10206,466000.0,4,2.0,2240,4508,1.0,No,Yes,4,8,No,47.5096,-122.25,1926
10207,383150.0,3,2.0,2210,6387,1.0,No,No,3,8,No,47.265,-122.302,2003
10208,657100.0,4,1.0,1390,4240,1.0,No,No,3,7,No,47.6596,-122.338,1924
10209,539000.0,3,2.0,1800,43995,2.0,No,No,3,8,No,47.7585,-122.022,1988
10210,400000.0,6,3.0,3320,15600,1.0,No,No,4,8,No,47.2983,-122.166,1977
10211,215000.0,4,2.5,1960,11600,1.0,No,No,5,6,No,47.2898,-122.22200000000001,1931
10212,489000.0,2,1.0,850,2850,1.0,No,No,4,7,No,47.6875,-122.309,1927
10213,649000.0,4,2.5,2980,12764,2.0,No,No,3,10,No,47.5857,-122.027,1994
10214,700000.0,4,1.75,1980,10800,1.0,No,No,4,8,No,47.5899,-122.17299999999999,1953
10215,268500.0,2,1.0,790,8424,1.0,No,No,4,6,No,47.7511,-122.352,1953
10216,515000.0,3,2.5,1800,5001,2.0,No,No,3,7,No,47.7126,-122.23100000000001,1996
10217,685000.0,4,2.0,2260,10800,1.0,No,No,3,9,No,47.6124,-122.15299999999999,1978
10218,305000.0,2,1.5,800,2142,2.0,No,No,3,7,No,47.5917,-122.29700000000001,2006
10219,950000.0,4,2.0,2490,4600,1.5,No,Yes,3,8,No,47.6557,-122.27799999999999,1926
10220,292500.0,4,2.5,1610,4568,2.0,No,No,3,7,No,47.3351,-122.289,2006
10221,270000.0,4,1.75,1850,7730,1.0,No,No,5,7,No,47.7481,-122.355,1956
10222,450000.0,4,1.75,1850,7730,1.0,No,No,5,7,No,47.7481,-122.355,1956
10223,535000.0,4,1.0,1920,6480,1.5,No,No,3,7,No,47.6897,-122.374,1920
10224,550000.0,3,2.5,1740,3082,2.0,No,No,3,8,No,47.5489,-122.006,2000
